f002_ths002,f011_ths002,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10
"福建七匹狼实业股份有限公司",2001-07-23,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用防护口罩,,,,
"宁波长阳科技股份有限公司",2010-11-16,化工新材料,高性能膜材料,光伏用膜,光学基膜,,,,,,
"歌尔股份有限公司",2001-06-25,物联网,感知层,感知硬件,接收天线,,,,,,
"歌尔股份有限公司",2001-06-25,物联网,感知层,感知硬件,传感器,,,,,,
"深圳市铁汉生态环境股份有限公司",2001-08-07,化工新材料,其他化工新材料,纳米复合材料,,,,,,,
"欧普康视科技股份有限公司",2000-10-26,医疗器械,医用设备,眼科器械,,,,,,,
"欧普康视科技股份有限公司",2000-10-26,医疗器械,医用耗材,高值医用耗材,其他高值医用耗材,眼科材料,隐形护理液,,,,
"欧普康视科技股份有限公司",2000-10-26,医疗器械,医用耗材,高值医用耗材,其他高值医用耗材,眼科材料,角膜塑形镜,,,,
"广州安必平医药科技股份有限公司",2005-07-06,医疗器械,医用设备,临床检验器械,分子诊断设备,,,,,,
"深圳市华盛昌科技实业股份有限公司",1991-03-26,医疗器械,医用设备,医用诊察设备,测温计,额温枪,,,,,
"深圳市华盛昌科技实业股份有限公司",1991-03-26,物联网,应用层,终端设备,智能表计,,,,,,
"海尔智家股份有限公司",1989-04-28,物联网,应用层,系统集成,智能家居系统,,,,,,
"海尔智家股份有限公司",1989-04-28,物联网,应用层,终端设备,智能家居产品,,,,,,
"海尔智家股份有限公司",1989-04-28,人工智能,下游集成服务,系统集成,智能家居系统,,,,,,
"海尔智家股份有限公司",1989-04-28,大数据,数据应用,SaaS服务,智能家居系统,,,,,,
"纳思达股份有限公司",1991-11-27,物联网,感知层,感知硬件,微控制器,,,,,,
"纳思达股份有限公司",1991-11-27,物联网,感知层,感知硬件,传感器,,,,,,
"上海凯宝药业股份有限公司",2000-04-12,生物制药,中药,中成药,化痰止咳平喘剂,,,,,,
"北京必创科技股份有限公司",2005-01-13,物联网,感知层,感知硬件,传感器,,,,,,
"重庆正川医药包装材料股份有限公司",1989-10-27,医疗器械,医用耗材,低值医用耗材,医药包装耗材,药品包装材料,药用玻璃,,,,
"江苏锦鸡实业股份有限公司",1999-01-20,化工新材料,功能涂层材料,染料,分散染料,,,,,,
"江苏锦鸡实业股份有限公司",1999-01-20,化工新材料,功能涂层材料,染料,活性染料,,,,,,
"云南南天电子信息产业股份有限公司",1998-12-21,大数据,数据应用,SaaS服务,智慧交通系统,,,,,,
"云南南天电子信息产业股份有限公司",1998-12-21,大数据,数据应用,SaaS服务,智慧金融系统,,,,,,
"云南南天电子信息产业股份有限公司",1998-12-21,大数据,数据应用,SaaS服务,智慧教育系统,,,,,,
"云南南天电子信息产业股份有限公司",1998-12-21,大数据,数据平台,数据管理系统,数据灾备系统,,,,,,
"云南南天电子信息产业股份有限公司",1998-12-21,大数据,数据平台,数据管理系统,分布式存储系统,,,,,,
"云南南天电子信息产业股份有限公司",1998-12-21,大数据,基础设施,基础软件,虚拟化系统,,,,,,
"云南南天电子信息产业股份有限公司",1998-12-21,大数据,基础设施,基础软件,数据库,,,,,,
"安徽皖维高新材料股份有限公司",1997-05-23,化工新材料,合成纤维,PVA纤维,,,,,,,
"安徽皖维高新材料股份有限公司",1997-05-23,化工新材料,合成树脂,通用塑料树脂,EVA树脂,,,,,,
"广誉远中药股份有限公司",1996-10-28,生物制药,中药,中成药,妇科用中成药,,,,,,
"广誉远中药股份有限公司",1996-10-28,生物制药,中药,中成药,补虚剂,,,,,,
"广誉远中药股份有限公司",1996-10-28,生物制药,中药,中成药,开窍剂,,,,,,
"紫光国芯微电子股份有限公司",2001-09-17,人工智能,下游集成服务,终端设备,智能卡,,,,,,
"紫光国芯微电子股份有限公司",2001-09-17,人工智能,上游支撑,基础硬件,AI芯片,FPGA,,,,,
"紫光国芯微电子股份有限公司",2001-09-17,集成电路,中游设计,集成电路模组,消费级SOC,智能安全芯片,,,,,
"紫光国芯微电子股份有限公司",2001-09-17,集成电路,中游设计,集成电路模组,消费级SOC,智能卡芯片,,,,,
"紫光国芯微电子股份有限公司",2001-09-17,集成电路,中游设计,数字电路,专用数字电路,FPGA,,,,,
"紫光国芯微电子股份有限公司",2001-09-17,集成电路,中游设计,数字电路,存储芯片,易失性存储芯片,DRAM,,,,
"浙江亚太机电股份有限公司",2000-12-07,无人驾驶,车联网,车联网平台,,,,,,,
"浙江亚太机电股份有限公司",2000-12-07,无人驾驶,执行模块,制动系统（ABS/ESC/EMB）,,,,,,,
"浙江亚太机电股份有限公司",2000-12-07,无人驾驶,感知模块,环境感知模块,激光雷达,,,,,,
"浙江亚太机电股份有限公司",2000-12-07,无人驾驶,感知模块,环境感知模块,毫米波雷达,,,,,,
"浙江金固股份有限公司",1996-06-24,无人驾驶,感知模块,环境感知模块,激光雷达,,,,,,
"成都康弘药业集团股份有限公司",1996-10-03,生物制药,化学制药,化学制剂,神经系统药物,"精神安定药 ",,,,,
"成都康弘药业集团股份有限公司",1996-10-03,生物制药,化学制药,化学制剂,消化系统药物,"胃肠动力药 ",,,,,
"成都康弘药业集团股份有限公司",1996-10-03,生物制药,生物制品,基因工程药物,抗体制剂,单克隆抗体,康柏西普,,,,
"浙江我武生物科技股份有限公司",2002-09-19,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用敷料,创面敷料,,,,
"浙江我武生物科技股份有限公司",2002-09-19,生物制药,生物制品,其他生物制品,粉尘螨滴剂,,,,,,
"湖南方盛制药股份有限公司",1997-10-13,生物制药,中药,中成药,妇科用中成药,,,,,,
"湖南方盛制药股份有限公司",1997-10-13,生物制药,中药,中成药,儿童用中成药,,,,,,
"湖南方盛制药股份有限公司",1997-10-13,生物制药,中药,中成药,骨伤科用中成药,,,,,,
"湖南方盛制药股份有限公司",1997-10-13,生物制药,中药,中成药,祛湿剂,,,,,,
"湖南方盛制药股份有限公司",1997-10-13,生物制药,中药,中成药,清热剂,,,,,,
"湖南方盛制药股份有限公司",1997-10-13,生物制药,中药,中成药,活血剂,,,,,,
"湖南方盛制药股份有限公司",1997-10-13,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"西安蓝晓科技新材料股份有限公司",2001-04-05,化工新材料,合成树脂,其他合成树脂,吸附分离树脂,,,,,,
"仙鹤股份有限公司",2001-12-19,医疗器械,医用耗材,低值医用耗材,医药包装耗材,药品包装材料,药品包装用纸,,,,
"仙鹤股份有限公司",2001-12-19,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用防护服,,,,,
"仙鹤股份有限公司",2001-12-19,化工新材料,其他化工新材料,工业技术配套用纸,,,,,,,
"江苏阳光股份有限公司",1994-02-18,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用敷料,创面敷料,,,,
"宁波杉杉股份有限公司",1992-12-14,石墨烯,下游应用,石墨烯粉体下游应用,导电介质,,,,,,
"深圳丹邦科技股份有限公司",2001-11-20,半导体材料,半导体封装材料,封装基板,,,,,,,
"深圳丹邦科技股份有限公司",2001-11-20,集成电路,上游材料设备,半导体材料,半导体封装材料,封装基板,,,,,
"深圳市新产业生物医学工程股份有限公司",1995-12-15,医疗器械,医用设备,临床检验器械,免疫分析设备,,,,,,
"深圳市新产业生物医学工程股份有限公司",1995-12-15,生物制药,生物制品,体外诊断试剂,,,,,,,
"北京慧辰资道资讯股份有限公司",2008-11-14,大数据,数据应用,SaaS服务,智慧营销系统,,,,,,
"成都卫士通信息产业股份有限公司",1998-04-23,大数据,数据应用,SaaS服务,信息安全系统,,,,,,
"华仁药业股份有限公司",1998-05-20,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"华仁药业股份有限公司",1998-05-20,生物制药,化学制药,化学制剂,其他类化学制剂,营养补充剂,,,,,
"华仁药业股份有限公司",1998-05-20,生物制药,化学制药,化学制剂,神经系统药物,其他精神系统药物,,,,,
"华仁药业股份有限公司",1998-05-20,生物制药,化学制药,化学制剂,心脑血管药物,"周围血管扩张药 ",,,,,
"华仁药业股份有限公司",1998-05-20,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"广东德生科技股份有限公司",1999-08-13,大数据,数据应用,SaaS服务,智慧政务系统,,,,,,
"孚日集团股份有限公司",1999-08-11,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"深圳市英威腾电气股份有限公司",2002-04-15,物联网,应用层,系统集成,工业互联网系统,,,,,,
"深圳市英威腾电气股份有限公司",2002-04-15,大数据,数据中心,IDC基础平台服务,服务器托管业务,,,,,,
"深圳市英威腾电气股份有限公司",2002-04-15,大数据,基础设施,基础硬件,设备,IT设备,制冷空调设备,,,,
"深圳市英威腾电气股份有限公司",2002-04-15,大数据,基础设施,基础硬件,设备,IT设备,UPS电源,,,,
"潜江永安药业股份有限公司",2001-06-18,生物制药,化学制药,化学原料药,氨基酸类原料药,,,,,,
"澜起科技股份有限公司",2004-05-27,人工智能,上游支撑,基础硬件,内存接口芯片,,,,,,
"澜起科技股份有限公司",2004-05-27,人工智能,上游支撑,基础硬件,AI芯片,CPU,,,,,
"澜起科技股份有限公司",2004-05-27,集成电路,中游设计,模拟电路,通信芯片,信道芯片,卫星信道解码芯片,,,,
"澜起科技股份有限公司",2004-05-27,集成电路,中游设计,数字电路,逻辑芯片,CPU,,,,,
"澜起科技股份有限公司",2004-05-27,大数据,基础设施,基础硬件,芯片,内存接口芯片,,,,,
"澜起科技股份有限公司",2004-05-27,大数据,基础设施,基础硬件,芯片,CPU,,,,,
"江苏恒瑞医药股份有限公司",1997-04-28,生物制药,化学制药,化学原料药,抗肿瘤类原料药,,,,,,
"江苏恒瑞医药股份有限公司",1997-04-28,生物制药,化学制药,化学制剂,其他类化学制剂,营养补充剂,,,,,
"江苏恒瑞医药股份有限公司",1997-04-28,生物制药,化学制药,化学制剂,其他类化学制剂,造影剂,,,,,
"江苏恒瑞医药股份有限公司",1997-04-28,生物制药,化学制药,化学制剂,抗肿瘤药物,小分子靶向药物,,,,,
"江苏恒瑞医药股份有限公司",1997-04-28,生物制药,化学制药,化学制剂,抗肿瘤药物,其他肿瘤用药,,,,,
"江苏恒瑞医药股份有限公司",1997-04-28,生物制药,化学制药,化学制剂,神经系统药物,镇痛药,,,,,
"江苏恒瑞医药股份有限公司",1997-04-28,生物制药,化学制药,化学制剂,神经系统药物,"麻醉剂 ",,,,,
"江苏恒瑞医药股份有限公司",1997-04-28,生物制药,化学制药,化学制剂,肌肉-骨骼药物,"抗炎药和抗风湿药 ",,,,,
"江苏恒瑞医药股份有限公司",1997-04-28,生物制药,化学制药,化学制剂,心脑血管药物,"周围血管扩张药 ",,,,,
"江苏恒瑞医药股份有限公司",1997-04-28,生物制药,化学制药,化学制剂,心脑血管药物,降血压药物,,,,,
"江苏恒瑞医药股份有限公司",1997-04-28,生物制药,生物制品,基因工程药物,抗体制剂,单克隆抗体,卡瑞丽珠单抗,,,,
"江苏恒瑞医药股份有限公司",1997-04-28,生物制药,生物制品,基因工程药物,抗体制剂,单克隆抗体,贝伐珠单抗,,,,
"亿帆医药股份有限公司",2000-11-10,生物制药,中药,中成药,儿童用中成药,,,,,,
"亿帆医药股份有限公司",2000-11-10,生物制药,化学制药,化学原料药,维生素原料药,,,,,,
"亿帆医药股份有限公司",2000-11-10,生物制药,化学制药,化学制剂,呼吸系统药物,抗组织胺药物,,,,,
"亿帆医药股份有限公司",2000-11-10,生物制药,化学制药,化学制剂,泌尿系统药物,其他泌尿系统药物,,,,,
"亿帆医药股份有限公司",2000-11-10,生物制药,生物制品,基因工程药物,重组蛋白,多肽类激素,生长激素类药物,,,,
"亿帆医药股份有限公司",2000-11-10,化工新材料,降解塑料制品,生物降解塑料制品,,,,,,,
"淄博齐翔腾达化工股份有限公司",2002-01-04,化工新材料,橡胶弹性体,合成橡胶,顺丁橡胶,,,,,,
"苏州东山精密制造股份有限公司",1998-10-28,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用防护口罩,,,,
"苏州东山精密制造股份有限公司",1998-10-28,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"苏州东山精密制造股份有限公司",1998-10-28,集成电路,中游设计,模拟电路,通信芯片,射频芯片,射频滤波器,,,,
"福建星网锐捷通讯股份有限公司",1996-11-11,物联网,传输层,通信传输设备,,,,,,,
"福建星网锐捷通讯股份有限公司",1996-11-11,物联网,传输层,通信传输设备,,,,,,,
"福建星网锐捷通讯股份有限公司",1996-11-11,大数据,数据应用,SaaS服务,智慧教育系统,,,,,,
"福建星网锐捷通讯股份有限公司",1996-11-11,大数据,数据应用,SaaS服务,智慧医疗系统,,,,,,
"福建星网锐捷通讯股份有限公司",1996-11-11,大数据,数据应用,laaS服务,,,,,,,
"福建星网锐捷通讯股份有限公司",1996-11-11,大数据,基础设施,基础软件,云操作系统,,,,,,
"福建星网锐捷通讯股份有限公司",1996-11-11,大数据,基础设施,基础硬件,设备,网络设备,网络连接设备,路由器,,,
"福建星网锐捷通讯股份有限公司",1996-11-11,大数据,基础设施,基础硬件,设备,IT设备,服务器,,,,
"上海安诺其集团股份有限公司",1999-10-19,化工新材料,功能涂层材料,染料,分散染料,,,,,,
"上海安诺其集团股份有限公司",1999-10-19,化工新材料,功能涂层材料,染料,活性染料,,,,,,
"江苏广信感光新材料股份有限公司",2006-05-12,化工新材料,功能涂层材料,油墨,热固化油墨,,,,,,
